"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"2628" "ENSG00000140332" "TLE3" 7090 "transducin-like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]" 52.15 "15"
"2629" "ENSG00000140350" "ANP32A" 8125 "acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:HGNC Symbol;Acc:HGNC:13233]" 49.39 "15"
"2630" "ENSG00000140374" "ETFA" 2108 "electron-transfer-flavoprotein, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:3481]" 40.14 "15"
"2631" "ENSG00000140391" "TSPAN3" 10099 "tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]" 41.92 "15"
"2632" "ENSG00000140396" "NCOA2" 10499 "nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]" 38.24 "8"
"2633" "ENSG00000140400" "MAN2C1" 4123 "mannosidase, alpha, class 2C, member 1 [Source:HGNC Symbol;Acc:HGNC:6827]" 57.12 "15"
"2634" "ENSG00000140403" "DNAJA4" 55466 "DnaJ (Hsp40) homolog, subfamily A, member 4 [Source:HGNC Symbol;Acc:HGNC:14885]" 47.08 "15"
"2635" "ENSG00000140416" "TPM1" 7168 "tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]" 45.06 "15"
"2636" "ENSG00000140443" "IGF1R" 3480 "insulin-like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]" 44.52 "15"
"2637" "ENSG00000140450" "ARRDC4" 91947 "arrestin domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28087]" 39.4 "15"
"2638" "ENSG00000140464" "PML" 5371 "promyelocytic leukemia [Source:HGNC Symbol;Acc:HGNC:9113]" 47.82 "15"
"2639" "ENSG00000140474" "ULK3" 25989 "unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]" 59.87 "15"
"2640" "ENSG00000140497" "SCAMP2" 10066 "secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]" 51.05 "15"
"2641" "ENSG00000140519" "RHCG" 51458 "Rh family, C glycoprotein [Source:HGNC Symbol;Acc:HGNC:18140]" 52.2 "15"
"2642" "ENSG00000140521" "POLG" 5428 "polymerase (DNA directed), gamma [Source:HGNC Symbol;Acc:HGNC:9179]" 52.53 "15"
"2643" "ENSG00000140526" "ABHD2" 11057 "abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]" 44.01 "15"
"2644" "ENSG00000140538" "NTRK3" 4916 "neurotrophic tyrosine kinase, receptor, type 3 [Source:HGNC Symbol;Acc:HGNC:8033]" 45.3 "15"
"2645" "ENSG00000140545" "MFGE8" 4240 "milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]" 55.56 "15"
"2646" "ENSG00000140553" "UNC45A" 55898 "unc-45 homolog A (C. elegans) [Source:HGNC Symbol;Acc:HGNC:30594]" 53.82 "15"
"2647" "ENSG00000140564" "FURIN" 5045 "furin (paired basic amino acid cleaving enzyme) [Source:HGNC Symbol;Acc:HGNC:8568]" 58.47 "15"
"2648" "ENSG00000140575" "IQGAP1" 8826 "IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]" 40.77 "15"
"2649" "ENSG00000140577" "CRTC3" 64784 "CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]" 44.02 "15"
"2650" "ENSG00000140612" "SEC11A" 23478 "SEC11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17718]" 42.41 "15"
"2651" "ENSG00000140632" "GLYR1" 84656 "glyoxylate reductase 1 homolog (Arabidopsis) [Source:HGNC Symbol;Acc:HGNC:24434]" 47.65 "16"
"2652" "ENSG00000140678" "ITGAX" 3687 "integrin, alpha X (complement component 3 receptor 4 subunit) [Source:HGNC Symbol;Acc:HGNC:6152]" 52.2 "16"
"2653" "ENSG00000140682" "TGFB1I1" 7041 "transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]" 60.05 "16"
"2654" "ENSG00000140718" "FTO" 79068 "fat mass and obesity associated [Source:HGNC Symbol;Acc:HGNC:24678]" 39.85 "16"
"2655" "ENSG00000140740" "UQCRC2" 7385 "ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:HGNC:12586]" 40.33 "16"
"2656" "ENSG00000140750" "ARHGAP17" 55114 "Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]" 44.36 "16"
"2657" "ENSG00000140829" "DHX38" 9785 "DEAH (Asp-Glu-Ala-His) box polypeptide 38 [Source:HGNC Symbol;Acc:HGNC:17211]" 51.51 "16"
"2658" "ENSG00000140836" "ZFHX3" 463 "zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]" 46.45 "16"
"2659" "ENSG00000140853" "NLRC5" 84166 "NLR family, CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]" 49.44 "16"
"2660" "ENSG00000140859" "KIFC3" 3801 "kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]" 50.69 "16"
"2661" "ENSG00000140937" "CDH11" 1009 "cadherin 11, type 2, OB-cadherin (osteoblast) [Source:HGNC Symbol;Acc:HGNC:1750]" 40.38 "16"
"2662" "ENSG00000140941" "MAP1LC3B" 81631 "microtubule-associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]" 47.47 "16"
"2663" "ENSG00000140943" "MBTPS1" 8720 "membrane-bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]" 45.14 "16"
"2664" "ENSG00000140945" "CDH13" 1012 "cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]" 42.22 "16"
"2665" "ENSG00000140948" "ZCCHC14" 23174 "zinc finger, CCHC domain containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]" 48.02 "16"
"2666" "ENSG00000140983" "RHOT2" 89941 "ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]" 66.37 "16"
"2667" "ENSG00000140988" "RPS2" 6187 "ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]" 57.46 "16"
"2668" "ENSG00000140990" "NDUFB10" 4716 "NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa [Source:HGNC Symbol;Acc:HGNC:7696]" 58.95 "16"
"2669" "ENSG00000140992" "PDPK1" 5170 "3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]" 52.51 "16"
"2670" "ENSG00000140995" "DEF8" 54849 "differentially expressed in FDCP 8 homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25969]" 57.08 "16"
"2671" "ENSG00000141002" "TCF25" 22980 "transcription factor 25 (basic helix-loop-helix) [Source:HGNC Symbol;Acc:HGNC:29181]" 54.75 "16"
"2672" "ENSG00000141027" "NCOR1" 9611 "nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672]" 39.72 "17"
"2673" "ENSG00000141030" "COPS3" 8533 "COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239]" 44.79 "17"
"2674" "ENSG00000141084" "RANBP10" 57610 "RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]" 49.73 "16"
"2675" "ENSG00000141232" "TOB1" 10140 "transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]" 50.17 "17"
"2676" "ENSG00000141252" "VPS53" 55275 "vacuolar protein sorting 53 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25608]" 45.86 "17"
"2677" "ENSG00000141258" "SGSM2" 9905 "small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]" 54.99 "17"
"2678" "ENSG00000141279" "NPEPPS" 9520 "aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]" 41.25 "17"
"2679" "ENSG00000141298" "SSH2" 85464 "slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]" 40.66 "17"
"2680" "ENSG00000141338" "ABCA8" 10351 "ATP-binding cassette, sub-family A (ABC1), member 8 [Source:HGNC Symbol;Acc:HGNC:38]" 36.81 "17"
"2681" "ENSG00000141367" "CLTC" 1213 "clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]" 38.54 "17"
"2682" "ENSG00000141380" "SS18" 6760 "synovial sarcoma translocation, chromosome 18 [Source:HGNC Symbol;Acc:HGNC:11340]" 35.21 "18"
"2683" "ENSG00000141401" "IMPA2" 3613 "inositol(myo)-1(or 4)-monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]" 49.27 "18"
"2684" "ENSG00000141424" "SLC39A6" 25800 "solute carrier family 39 (zinc transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:18607]" 39.45 "18"
"2685" "ENSG00000141425" "RPRD1A" 55197 "regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]" 38.63 "18"
"2686" "ENSG00000141429" "GALNT1" 2589 "polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]" 38.5 "18"
"2687" "ENSG00000141456" "PELP1" 27043 "proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]" 48.03 "17"
"2688" "ENSG00000141480" "ARRB2" 409 "arrestin, beta 2 [Source:HGNC Symbol;Acc:HGNC:712]" 56.76 "17"
"2689" "ENSG00000141503" "MINK1" 50488 "misshapen-like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]" 51.93 "17"
"2690" "ENSG00000141504" "SAT2" 112483 "spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]" 56.73 "17"
"2691" "ENSG00000141522" "ARHGDIA" 396 "Rho GDP dissociation inhibitor (GDI) alpha [Source:HGNC Symbol;Acc:HGNC:678]" 68.12 "17"
"2692" "ENSG00000141524" "TMC6" 11322 "transmembrane channel-like 6 [Source:HGNC Symbol;Acc:HGNC:18021]" 61.98 "17"
"2693" "ENSG00000141543" "EIF4A3" 9775 "eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]" 46.23 "17"
"2694" "ENSG00000141551" "CSNK1D" 1453 "casein kinase 1, delta [Source:HGNC Symbol;Acc:HGNC:2452]" 55.31 "17"
"2695" "ENSG00000141556" "TBCD" 6904 "tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]" 52.84 "17"
"2696" "ENSG00000141562" "NARF" 26502 "nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]" 51.72 "17"
"2697" "ENSG00000141568" "FOXK2" 3607 "forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]" 49.72 "17"
"2698" "ENSG00000141576" "RNF157" 114804 "ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402]" 44.99 "17"
"2699" "ENSG00000141580" "WDR45B" 56270 "WD repeat domain 45B [Source:HGNC Symbol;Acc:HGNC:25072]" 49.34 "17"
"2700" "ENSG00000141644" "MBD1" 4152 "methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]" 49.32 "18"
"2701" "ENSG00000141646" "SMAD4" 4089 "SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]" 37.94 "18"
"2702" "ENSG00000141699" "FAM134C" 162427 "family with sequence similarity 134, member C [Source:HGNC Symbol;Acc:HGNC:27258]" 46.4 "17"
"2703" "ENSG00000141736" "ERBB2" 2064 "erb-b2 receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:3430]" 52.09 "17"
"2704" "ENSG00000141753" "IGFBP4" 3487 "insulin-like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]" 53 "17"
"2705" "ENSG00000141756" "FKBP10" 60681 "FK506 binding protein 10, 65 kDa [Source:HGNC Symbol;Acc:HGNC:18169]" 56.18 "17"
"2706" "ENSG00000141837" "CACNA1A" 773 "calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:HGNC Symbol;Acc:HGNC:1388]" 47.45 "19"
"2707" "ENSG00000141867" "BRD4" 23476 "bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]" 50.24 "19"
"2708" "ENSG00000141905" "NFIC" 4782 "nuclear factor I/C (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:HGNC:7786]" 55.9 "19"
"2709" "ENSG00000141959" "PFKL" 5211 "phosphofructokinase, liver [Source:HGNC Symbol;Acc:HGNC:8876]" 63.48 "21"
"2710" "ENSG00000141965" "FEM1A" 55527 "fem-1 homolog a (C. elegans) [Source:HGNC Symbol;Acc:HGNC:16934]" 55.19 "19"
"2711" "ENSG00000141985" "SH3GL1" 6455 "SH3-domain GRB2-like 1 [Source:HGNC Symbol;Acc:HGNC:10830]" 57.17 "19"
"2712" "ENSG00000142002" "DPP9" 91039 "dipeptidyl-peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]" 56.68 "19"
"2713" "ENSG00000142089" "IFITM3" 10410 "interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]" 54.34 "11"
"2714" "ENSG00000142102" "ATHL1" 80162 "ATH1, acid trehalase-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:26210]" 64.81 "11"
"2715" "ENSG00000142156" "COL6A1" 1291 "collagen, type VI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2211]" 64.67 "21"
"2716" "ENSG00000142166" "IFNAR1" 3454 "interferon (alpha, beta and omega) receptor 1 [Source:HGNC Symbol;Acc:HGNC:5432]" 41.3 "21"
"2717" "ENSG00000142168" "SOD1" 6647 "superoxide dismutase 1, soluble [Source:HGNC Symbol;Acc:HGNC:11179]" 44.51 "21"
"2718" "ENSG00000142173" "COL6A2" 1292 "collagen, type VI, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2212]" 55.88 "21"
"2719" "ENSG00000142178" "SIK1" 150094 "salt-inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]" 56.06 "21"
"2720" "ENSG00000142186" "SCYL1" 57410 "SCY1-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14372]" 57.59 "11"
"2721" "ENSG00000142188" "TMEM50B" 757 "transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]" 43.36 "21"
"2722" "ENSG00000142192" "APP" 351 "amyloid beta (A4) precursor protein [Source:HGNC Symbol;Acc:HGNC:620]" 39.73 "21"
"2723" "ENSG00000142208" "AKT1" 207 "v-akt murine thymoma viral oncogene homolog 1 [Source:HGNC Symbol;Acc:HGNC:391]" 64.08 "14"
"2724" "ENSG00000142230" "SAE1" 10055 "SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]" 47.18 "19"
"2725" "ENSG00000142327" "RNPEPL1" NA "arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:HGNC Symbol;Acc:HGNC:10079]" 63.56 "2"
"2726" "ENSG00000142347" "MYO1F" 4542 "myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]" 52.58 "19"
"2727" "ENSG00000142507" "PSMB6" 5694 "proteasome (prosome, macropain) subunit, beta type, 6 [Source:HGNC Symbol;Acc:HGNC:9543]" 52.71 "17"
"2728" "ENSG00000142515" "KLK3" 354 "kallikrein-related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364]" 55.68 "19"
"2729" "ENSG00000142534" "RPS11" 6205 "ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:10384]" 53.05 "19"
"2730" "ENSG00000142541" "RPL13A" 23521 "ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]" 53.4 "19"
"2731" "ENSG00000142599" "RERE" 473 "arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol;Acc:HGNC:9965]" 41.9 "1"
"2732" "ENSG00000142615" "CELA2A" 63036 "chymotrypsin-like elastase family, member 2A [Source:HGNC Symbol;Acc:HGNC:24609]" 48.28 "1"
"2733" "ENSG00000142627" "EPHA2" 1969 "EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]" 57.33 "1"
"2734" "ENSG00000142634" "EFHD2" 79180 "EF-hand domain family, member D2 [Source:HGNC Symbol;Acc:HGNC:28670]" 56.77 "1"
"2735" "ENSG00000142657" "PGD" 5226 "phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]" 47.69 "1"
"2736" "ENSG00000142661" "MYOM3" 127294 "myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]" 52.63 "1"
"2737" "ENSG00000142676" "RPL11" 6135 "ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]" 46.18 "1"
"2738" "ENSG00000142687" "KIAA0319L" 79932 "KIAA0319-like [Source:HGNC Symbol;Acc:HGNC:30071]" 41.89 "1"
"2739" "ENSG00000142733" "MAP3K6" 9064 "mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]" 60.79 "1"
"2740" "ENSG00000142765" "SYTL1" 84958 "synaptotagmin-like 1 [Source:HGNC Symbol;Acc:HGNC:15584]" 58.24 "1"
"2741" "ENSG00000142784" "WDTC1" 23038 "WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]" 46.51 "1"
"2742" "ENSG00000142789" "CELA3A" 10136 "chymotrypsin-like elastase family, member 3A [Source:HGNC Symbol;Acc:HGNC:15944]" 50.62 "1"
"2743" "ENSG00000142798" "HSPG2" 3339 "heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]" 56.09 "1"
"2744" "ENSG00000142864" "SERBP1" 26135 "SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]" 38.87 "1"
"2745" "ENSG00000142871" "CYR61" 3491 "cysteine-rich, angiogenic inducer, 61 [Source:HGNC Symbol;Acc:HGNC:2654]" 50.25 "1"
"2746" "ENSG00000142875" "PRKACB" 5567 "protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:9381]" 34.7 "1"
"2747" "ENSG00000142910" "TINAGL1" 64129 "tubulointerstitial nephritis antigen-like 1 [Source:HGNC Symbol;Acc:HGNC:19168]" 55.48 "1"
"2748" "ENSG00000142937" "RPS8" 6202 "ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441]" 55.11 "1"
"2749" "ENSG00000142949" "PTPRF" 5792 "protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:HGNC:9670]" 55.69 "1"
"2750" "ENSG00000142973" "CYP4B1" 1580 "cytochrome P450, family 4, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:2644]" 43.78 "1"
"2751" "ENSG00000143013" "LMO4" 8543 "LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]" 42.55 "1"
"2752" "ENSG00000143106" "PSMA5" 5686 "proteasome (prosome, macropain) subunit, alpha type, 5 [Source:HGNC Symbol;Acc:HGNC:9534]" 40.74 "1"
"2753" "ENSG00000143119" "CD53" 963 "CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]" 39.23 "1"
"2754" "ENSG00000143126" "CELSR2" 1952 "cadherin, EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]" 59.75 "1"
"2755" "ENSG00000143149" "ALDH9A1" 223 "aldehyde dehydrogenase 9 family, member A1 [Source:HGNC Symbol;Acc:HGNC:412]" 40.34 "1"
"2756" "ENSG00000143153" "ATP1B1" 481 "ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:HGNC:804]" 43.48 "1"
"2757" "ENSG00000143157" "POGK" 57645 "pogo transposable element with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800]" 47.02 "1"
"2758" "ENSG00000143162" "CREG1" 8804 "cellular repressor of E1A-stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]" 44.46 "1"
"2759" "ENSG00000143164" "DCAF6" 55827 "DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]" 35.91 "1"
"2760" "ENSG00000143183" "TMCO1" 54499 "transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]" 39.88 "1"
"2761" "ENSG00000143196" "DPT" 1805 "dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]" 42.2 "1"
"2762" "ENSG00000143198" "MGST3" 4259 "microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]" 43.51 "1"
"2763" "ENSG00000143222" "UFC1" 51506 "ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]" 46.11 "1"
"2764" "ENSG00000143226" "FCGR2A" 2212 "Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:HGNC:3616]" 43.82 "1"
"2766" "ENSG00000143248" "RGS5" 8490 "regulator of G-protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]" 37.67 "1"
"2767" "ENSG00000143252" "SDHC" 6391 "succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa [Source:HGNC Symbol;Acc:HGNC:10682]" 42.28 "1"
"2768" "ENSG00000143294" "PRCC" 5546 "papillary renal cell carcinoma (translocation-associated) [Source:HGNC Symbol;Acc:HGNC:9343]" 46.54 "1"
"2769" "ENSG00000143318" "CASQ1" 844 "calsequestrin 1 (fast-twitch, skeletal muscle) [Source:HGNC Symbol;Acc:HGNC:1512]" 50.52 "1"
"2770" "ENSG00000143321" "HDGF" 3068 "hepatoma-derived growth factor [Source:HGNC Symbol;Acc:HGNC:4856]" 51.35 "1"
"2771" "ENSG00000143337" "TOR1AIP1" 26092 "torsin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29456]" 38.76 "1"
"2772" "ENSG00000143344" "RGL1" 23179 "ral guanine nucleotide dissociation stimulator-like 1 [Source:HGNC Symbol;Acc:HGNC:30281]" 39.98 "1"
"2773" "ENSG00000143368" "SF3B4" 10262 "splicing factor 3b, subunit 4, 49kDa [Source:HGNC Symbol;Acc:HGNC:10771]" 48.41 "1"
"2774" "ENSG00000143369" "ECM1" 1893 "extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]" 55.19 "1"
"2775" "ENSG00000143376" "SNX27" 81609 "sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]" 40.41 "1"
"2776" "ENSG00000143382" "ADAMTSL4" 54507 "ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]" 60.13 "1"
"2777" "ENSG00000143384" "MCL1" 4170 "myeloid cell leukemia 1 [Source:HGNC Symbol;Acc:HGNC:6943]" 44.74 "1"
"2778" "ENSG00000143387" "CTSK" 1513 "cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]" 43 "1"
"2779" "ENSG00000143393" "PI4KB" 5298 "phosphatidylinositol 4-kinase, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:8984]" 48.46 "1"
"2780" "ENSG00000143398" "PIP5K1A" 8394 "phosphatidylinositol-4-phosphate 5-kinase, type I, alpha [Source:HGNC Symbol;Acc:HGNC:8994]" 45.21 "1"
"2781" "ENSG00000143401" "ANP32E" 81611 "acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:HGNC Symbol;Acc:HGNC:16673]" 42.62 "1"
"2782" "ENSG00000143416" "SELENBP1" 8991 "selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]" 54.96 "1"
"2783" "ENSG00000143418" "CERS2" 29956 "ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]" 52.38 "1"
"2784" "ENSG00000143420" "ENSA" 2029 "endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]" 45.32 "1"
"2785" "ENSG00000143434" "SEMA6C" 10500 "sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C [Source:HGNC Symbol;Acc:HGNC:10740]" 57.48 "1"
"2786" "ENSG00000143437" "ARNT" 405 "aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]" 41.21 "1"
"2787" "ENSG00000143442" "POGZ" 23126 "pogo transposable element with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]" 41.79 "1"
"2788" "ENSG00000143486" "EIF2D" 1939 "eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]" 46.17 "1"
"2789" "ENSG00000143514" "TP53BP2" 7159 "tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]" 39.79 "1"
"2790" "ENSG00000143515" "ATP8B2" 57198 "ATPase, aminophospholipid transporter, class I, type 8B, member 2 [Source:HGNC Symbol;Acc:HGNC:13534]" 52.37 "1"
"2791" "ENSG00000143520" "FLG2" 388698 "filaggrin family member 2 [Source:HGNC Symbol;Acc:HGNC:33276]" 45.81 "1"
"2792" "ENSG00000143536" "CRNN" 49860 "cornulin [Source:HGNC Symbol;Acc:HGNC:1230]" 49.09 "1"
"2793" "ENSG00000143537" "ADAM15" 8751 "ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]" 58.25 "1"
"2794" "ENSG00000143543" "JTB" 10899 "jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]" 50.96 "1"
"2795" "ENSG00000143545" "RAB13" 5872 "RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]" 48.71 "1"
"2796" "ENSG00000143546" "S100A8" 6279 "S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]" 54.11 "1"
"2797" "ENSG00000143549" "TPM3" 7170 "tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]" 45.14 "1"
"2798" "ENSG00000143569" "UBAP2L" 9898 "ubiquitin associated protein 2-like [Source:HGNC Symbol;Acc:HGNC:29877]" 43.58 "1"
"2799" "ENSG00000143570" "SLC39A1" 27173 "solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:12876]" 52.3 "1"
"2800" "ENSG00000143575" "HAX1" 10456 "HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]" 49.78 "1"
"2801" "ENSG00000143612" "C1orf43" 25912 "chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]" 45.87 "1"
"2802" "ENSG00000143614" "GATAD2B" 57459 "GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]" 43.62 "1"
"2803" "ENSG00000143621" "ILF2" 3608 "interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]" 44.37 "1"
"2804" "ENSG00000143624" "INTS3" 65123 "integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]" 48.32 "1"
"2805" "ENSG00000143631" "FLG" 2312 "filaggrin [Source:HGNC Symbol;Acc:HGNC:3748]" 44 "1"
"2806" "ENSG00000143632" "ACTA1" 58 "actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]" 62.54 "1"
"2807" "ENSG00000143641" "GALNT2" 2590 "polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124]" 45.94 "1"
